OrderID,Date,CustomerID,ProductName,Category,Quantity,UnitPrice,City,PaymentMethod,DeliveryTimeMinutes,Revenue
B03650,2024-07-31,C0568,Banana,Fruits,4,197.68,Mumbai,Netbanking,22,790.72
B03651,2024-02-25,C0392,Paneer,Dairy,4,45.02,Chennai,COD,16,180.08
B03652,2024-07-01,C0367,Cheese,Dairy,3,48.35,Delhi,Netbanking,27,145.05
B03653,2024-03-10,C1271,Mango,Fruits,1,185.93,Gurgaon,UPI,50,185.93
B03654,2024-06-08,C0852,Curd,Dairy,5,116.94,Pune,Card,19,584.7
B03655,2024-09-07,C1096,Popcorn,Snacks,1,184.34,Bangalore,COD,56,184.34
B03656,2024-10-09,C0646,Cake,Bakery,4,181.79,Gurgaon,UPI,21,727.16
B03657,2024-12-27,C1368,Chips,Snacks,1,227.87,Noida,UPI,41,227.87
B03658,2024-11-16,C0060,Coffee,Beverages,2,269.79,Noida,UPI,53,539.58
B03659,2024-01-24,C1021,Cheese,Dairy,2,36.01,Bangalore,Card,31,72.02
B03660,2024-12-26,C0935,Biscuits,Snacks,2,290.69,Gurgaon,Card,21,581.38
B03661,2024-11-29,C0633,Cheese,Dairy,1,130.69,Delhi,COD,58,130.69
B03662,2024-07-10,C0047,Potato,Vegetables,4,250.72,Pune,Card,22,1002.88
B03663,2024-10-10,C0653,Juice,Beverages,2,275.32,Hyderabad,UPI,13,550.64
B03664,2024-01-18,C0176,Croissant,Bakery,4,20.75,Mumbai,Netbanking,15,83.0
B03665,2024-08-25,C0251,Paneer,Dairy,1,55.65,Gurgaon,COD,55,55.65
B03666,2024-10-31,C0999,Milk,Dairy,2,65.21,Noida,UPI,49,130.42
B03667,2024-04-11,C1470,Cheese,Dairy,2,85.97,Gurgaon,UPI,27,171.94
B03668,2024-07-22,C0721,Curd,Dairy,5,35.46,Pune,COD,52,177.3
B03669,2024-08-03,C0931,Apple,Fruits,1,75.86,Bangalore,UPI,33,75.86
B03670,2024-06-14,C1317,Tomato,Vegetables,5,169.21,Pune,Card,16,846.0500000000001
B03671,2024-05-16,C0293,Soda,Beverages,1,191.03,Noida,COD,50,191.03
B03672,2024-05-08,C1371,Chips,Snacks,2,155.21,Bangalore,COD,57,310.42
B03673,2024-10-17,C1263,Tea,Beverages,5,165.78,Bangalore,Netbanking,59,828.9
B03674,2024-08-13,C0759,Tomato,Vegetables,5,142.85,Gurgaon,UPI,32,714.25
B03675,2024-08-10,C0554,Tomato,Vegetables,4,77.28,Hyderabad,COD,13,309.12
B03676,2024-03-10,C1424,Cheese,Dairy,2,103.26,Hyderabad,Netbanking,44,206.52
B03677,2024-12-25,C0080,Curd,Dairy,1,81.6,Bangalore,UPI,58,81.6
B03678,2024-03-28,C0124,Croissant,Bakery,2,16.49,Mumbai,UPI,33,32.98
B03679,2024-09-17,C0079,Tea,Beverages,4,164.5,Mumbai,COD,40,658.0
B03680,2024-10-31,C0629,Cake,Bakery,3,169.83,Mumbai,Netbanking,52,509.49
B03681,2024-01-25,C0088,Croissant,Bakery,3,248.22,Hyderabad,COD,16,744.66
B03682,2024-09-20,C1414,Cookies,Bakery,1,213.69,Chennai,UPI,42,213.69
B03683,2024-11-16,C0360,Milk,Dairy,2,133.93,Bangalore,Card,54,267.86
B03684,2024-04-06,C0386,Onion,Vegetables,3,66.83,Chennai,Card,38,200.49
B03685,2024-04-30,C0616,Tea,Beverages,4,67.79,Gurgaon,Card,52,271.16
B03686,2024-02-25,C0410,Chips,Snacks,2,37.94,Hyderabad,COD,53,75.88
B03687,2024-09-16,C0230,Paneer,Dairy,3,124.13,Hyderabad,Card,47,372.39
B03688,2024-11-23,C0601,Croissant,Bakery,4,97.44,Pune,UPI,35,389.76
B03689,2024-04-11,C1135,Mango,Fruits,2,255.19,Mumbai,Netbanking,16,510.38
B03690,2024-04-07,C0700,Paneer,Dairy,3,216.28,Bangalore,Card,18,648.84
B03691,2024-09-23,C0742,Paneer,Dairy,5,165.82,Mumbai,Netbanking,49,829.0999999999999
B03692,2024-04-01,C0026,Chips,Snacks,1,113.83,Hyderabad,UPI,14,113.83
B03693,2024-12-01,C0493,Paneer,Dairy,3,244.09,Bangalore,Card,14,732.27
B03694,2024-07-19,C1240,Onion,Vegetables,3,215.93,Noida,Netbanking,52,647.79
B03695,2024-10-04,C0698,Soda,Beverages,5,151.96,Hyderabad,COD,38,759.8000000000001
B03696,2024-07-07,C0532,Potato,Vegetables,3,109.08,Mumbai,UPI,12,327.24
B03697,2024-03-26,C0072,Popcorn,Snacks,3,197.37,Hyderabad,UPI,52,592.11
B03698,2024-12-08,C0459,Biscuits,Snacks,2,73.35,Gurgaon,Netbanking,25,146.7
B03699,2024-03-19,C0530,Bread,Bakery,4,297.79,Noida,COD,22,1191.16
B03700,2024-07-16,C1338,Onion,Vegetables,3,238.82,Chennai,Netbanking,21,716.46
B03701,2024-03-01,C1495,Paneer,Dairy,2,230.0,Hyderabad,Netbanking,20,460.0
B03702,2024-09-25,C0508,Cake,Bakery,2,64.32,Chennai,Netbanking,59,128.64
B03703,2024-08-02,C0032,Bread,Bakery,4,93.03,Hyderabad,COD,59,372.12
B03704,2024-02-11,C1402,Chips,Snacks,3,64.29,Noida,UPI,21,192.87
B03705,2024-05-13,C0375,Popcorn,Snacks,4,142.58,Hyderabad,COD,55,570.32
B03706,2024-06-01,C0991,Soda,Beverages,1,56.06,Hyderabad,Netbanking,45,56.06
B03707,2024-03-31,C1251,Juice,Beverages,5,88.8,Chennai,Card,33,444.0
B03708,2024-07-19,C1477,Orange,Fruits,1,180.93,Noida,Netbanking,53,180.93
B03709,2024-12-15,C1330,Mango,Fruits,4,104.51,Chennai,UPI,14,418.04
B03710,2024-12-18,C0494,Mango,Fruits,1,175.47,Mumbai,Card,17,175.47
B03711,2024-02-22,C1340,Apple,Fruits,5,280.09,Bangalore,UPI,41,1400.4499999999998
B03712,2024-05-24,C0449,Onion,Vegetables,2,84.3,Pune,Netbanking,10,168.6
B03713,2024-03-08,C0810,Mango,Fruits,2,196.35,Mumbai,UPI,48,392.7
B03714,2024-04-29,C1005,Tomato,Vegetables,5,158.34,Noida,COD,48,791.7
B03715,2024-07-31,C0764,Mango,Fruits,2,165.23,Chennai,Card,51,330.46
B03716,2024-07-14,C1345,Mango,Fruits,1,190.32,Gurgaon,Card,34,190.32
B03717,2024-10-28,C0333,Potato,Vegetables,2,287.87,Delhi,COD,33,575.74
B03718,2024-11-12,C0828,Paneer,Dairy,1,33.45,Mumbai,Card,24,33.45
B03719,2024-08-05,C0961,Coffee,Beverages,2,242.4,Mumbai,Netbanking,13,484.8
B03720,2024-03-24,C0574,Cheese,Dairy,1,114.48,Delhi,COD,53,114.48
B03721,2024-10-18,C1046,Potato,Vegetables,1,128.78,Gurgaon,Card,40,128.78
B03722,2024-06-05,C0934,Namkeen,Snacks,3,134.49,Noida,UPI,59,403.47
B03723,2024-10-21,C1191,Apple,Fruits,3,65.04,Pune,Netbanking,14,195.12
B03724,2024-01-11,C0126,Soda,Beverages,3,226.81,Noida,Card,18,680.4300000000001
B03725,2024-07-10,C1284,Namkeen,Snacks,4,290.46,Pune,Netbanking,48,1161.84
B03726,2024-03-10,C0878,Juice,Beverages,3,38.62,Gurgaon,UPI,29,115.85999999999999
B03727,2024-03-12,C1219,Juice,Beverages,3,139.92,Mumbai,UPI,51,419.76
B03728,2024-01-29,C1339,Curd,Dairy,2,151.52,Gurgaon,Netbanking,49,303.04
B03729,2024-02-12,C0762,Spinach,Vegetables,4,30.73,Delhi,Card,37,122.92
B03730,2024-07-20,C0719,Spinach,Vegetables,2,252.26,Noida,COD,52,504.52
B03731,2024-05-12,C0816,Cheese,Dairy,1,40.71,Mumbai,Netbanking,47,40.71
B03732,2024-04-20,C1363,Potato,Vegetables,4,205.29,Hyderabad,Card,41,821.16
B03733,2024-11-24,C0830,Spinach,Vegetables,4,116.25,Noida,UPI,15,465.0
B03734,2024-03-20,C1127,Onion,Vegetables,1,227.34,Noida,UPI,15,227.34
B03735,2024-08-06,C0025,Potato,Vegetables,5,161.03,Pune,COD,39,805.15
B03736,2024-03-27,C1079,Banana,Fruits,2,293.73,Mumbai,Card,29,587.46
B03737,2024-10-30,C0826,Paneer,Dairy,4,43.48,Noida,COD,41,173.92
B03738,2024-07-31,C0098,Spinach,Vegetables,3,91.07,Noida,COD,24,273.21
B03739,2024-06-16,C0022,Tomato,Vegetables,2,286.09,Delhi,UPI,37,572.18
B03740,2024-12-28,C0670,Croissant,Bakery,5,57.61,Pune,Card,58,288.05
B03741,2024-06-11,C0075,Namkeen,Snacks,4,30.58,Gurgaon,Card,41,122.32
B03742,2024-03-14,C1125,Onion,Vegetables,2,63.17,Pune,Card,25,126.34
B03743,2024-04-21,C0617,Namkeen,Snacks,1,46.74,Pune,Netbanking,33,46.74
B03744,2024-07-15,C0005,Spinach,Vegetables,3,70.82,Mumbai,UPI,21,212.45999999999998
B03745,2024-01-09,C1484,Spinach,Vegetables,1,48.58,Pune,Netbanking,60,48.58
B03746,2024-11-19,C0149,Curd,Dairy,3,241.37,Delhi,Card,35,724.11
B03747,2024-12-22,C1365,Bread,Bakery,5,138.09,Gurgaon,UPI,23,690.45
B03748,2024-08-28,C0150,Chips,Snacks,5,249.5,Delhi,COD,12,1247.5
B03749,2024-12-17,C0114,Potato,Vegetables,4,152.45,Pune,UPI,38,609.8
B03750,2024-08-29,C0381,Biscuits,Snacks,1,222.85,Noida,COD,56,222.85
B03751,2024-06-07,C0462,Curd,Dairy,4,216.22,Bangalore,UPI,39,864.88
B03752,2024-07-21,C0236,Croissant,Bakery,1,296.43,Hyderabad,Card,42,296.43
B03753,2024-12-16,C0059,Coffee,Beverages,1,107.2,Chennai,Card,46,107.2
B03754,2024-04-09,C0426,Juice,Beverages,2,233.54,Chennai,UPI,52,467.08
B03755,2024-10-29,C0454,Biscuits,Snacks,2,195.23,Hyderabad,Netbanking,16,390.46
B03756,2024-09-18,C0946,Orange,Fruits,1,16.09,Mumbai,COD,46,16.09
B03757,2024-06-12,C1000,Apple,Fruits,5,180.39,Chennai,Card,32,901.9499999999999
B03758,2024-10-14,C0915,Apple,Fruits,5,120.05,Bangalore,COD,12,600.25
B03759,2024-07-03,C0266,Biscuits,Snacks,5,182.94,Noida,UPI,31,914.7
B03760,2024-12-25,C0610,Namkeen,Snacks,4,249.32,Noida,Netbanking,20,997.28
B03761,2024-03-17,C1415,Juice,Beverages,3,167.75,Chennai,Card,60,503.25
B03762,2024-04-28,C1437,Apple,Fruits,1,195.11,Delhi,Netbanking,13,195.11
B03763,2024-08-17,C1326,Chips,Snacks,3,252.73,Hyderabad,Netbanking,28,758.1899999999999
B03764,2024-01-23,C1125,Potato,Vegetables,1,219.2,Pune,UPI,60,219.2
B03765,2024-12-16,C1163,Cheese,Dairy,2,54.32,Mumbai,UPI,59,108.64
B03766,2024-10-23,C1479,Chips,Snacks,4,253.56,Bangalore,UPI,38,1014.24
B03767,2024-04-30,C0937,Croissant,Bakery,1,194.78,Bangalore,UPI,54,194.78
B03768,2024-12-04,C1368,Potato,Vegetables,5,18.79,Pune,COD,20,93.94999999999999
B03769,2024-07-28,C0360,Potato,Vegetables,4,280.36,Bangalore,Netbanking,44,1121.44
B03770,2024-05-09,C0202,Curd,Dairy,5,150.67,Hyderabad,Card,31,753.3499999999999
B03771,2024-10-18,C1432,Coffee,Beverages,3,44.47,Pune,Card,35,133.41
B03772,2024-09-05,C1095,Spinach,Vegetables,4,192.48,Hyderabad,UPI,30,769.92
B03773,2024-07-05,C1373,Paneer,Dairy,1,266.79,Noida,Netbanking,59,266.79
B03774,2024-12-11,C0478,Mango,Fruits,4,76.97,Gurgaon,Card,21,307.88
B03775,2024-02-04,C0397,Apple,Fruits,5,248.14,Noida,UPI,49,1240.6999999999998
B03776,2024-02-29,C1424,Mango,Fruits,5,10.03,Mumbai,UPI,57,50.15
B03777,2024-08-01,C0414,Mango,Fruits,4,149.25,Delhi,Card,42,597.0
B03778,2024-02-12,C0816,Orange,Fruits,3,180.27,Gurgaon,Netbanking,51,540.8100000000001
B03779,2024-06-08,C0042,Paneer,Dairy,2,48.5,Chennai,UPI,37,97.0
B03780,2024-03-24,C1232,Paneer,Dairy,2,128.87,Chennai,Card,45,257.74
B03781,2024-04-26,C0429,Spinach,Vegetables,3,60.61,Mumbai,Card,57,181.82999999999998
B03782,2024-05-14,C0268,Cake,Bakery,1,296.72,Delhi,COD,56,296.72
B03783,2024-05-28,C0899,Apple,Fruits,2,177.04,Chennai,COD,30,354.08
B03784,2024-06-02,C0097,Paneer,Dairy,2,277.46,Bangalore,Netbanking,42,554.92
B03785,2024-06-02,C0757,Cake,Bakery,3,26.13,Bangalore,UPI,34,78.39
B03786,2024-03-13,C0360,Popcorn,Snacks,3,148.35,Chennai,COD,57,445.04999999999995
B03787,2024-04-13,C0364,Onion,Vegetables,5,172.98,Hyderabad,UPI,27,864.9
B03788,2024-07-21,C1256,Spinach,Vegetables,2,88.21,Bangalore,Netbanking,56,176.42
B03789,2024-07-21,C1454,Soda,Beverages,3,23.47,Chennai,COD,47,70.41
B03790,2024-10-02,C1466,Croissant,Bakery,5,186.49,Noida,Netbanking,38,932.45
B03791,2024-01-13,C0226,Namkeen,Snacks,3,212.94,Bangalore,COD,25,638.8199999999999
B03792,2024-06-16,C0392,Namkeen,Snacks,3,289.05,Noida,Card,52,867.1500000000001
B03793,2024-08-16,C0194,Juice,Beverages,3,126.95,Gurgaon,COD,18,380.85
B03794,2024-03-20,C0163,Curd,Dairy,5,290.54,Noida,COD,58,1452.7
B03795,2024-09-14,C0684,Cake,Bakery,4,230.17,Chennai,COD,60,920.68
B03796,2024-10-29,C0894,Milk,Dairy,2,98.62,Noida,COD,54,197.24
B03797,2024-01-13,C0286,Croissant,Bakery,1,152.36,Pune,Card,60,152.36
B03798,2024-06-20,C1007,Mango,Fruits,2,92.66,Hyderabad,Netbanking,16,185.32
B03799,2024-06-22,C0228,Juice,Beverages,5,216.94,Noida,UPI,11,1084.7
B03800,2024-03-13,C1257,Cheese,Dairy,1,288.69,Delhi,COD,24,288.69
B03801,2024-04-23,C0646,Curd,Dairy,4,237.74,Hyderabad,Netbanking,14,950.96
B03802,2024-05-09,C0945,Apple,Fruits,5,31.68,Bangalore,UPI,41,158.4
B03803,2024-08-11,C0828,Onion,Vegetables,1,11.63,Mumbai,Card,50,11.63
B03804,2024-01-30,C1145,Apple,Fruits,3,190.25,Bangalore,COD,31,570.75
B03805,2024-07-26,C0185,Milk,Dairy,2,142.41,Noida,COD,18,284.82
B03806,2024-04-18,C0385,Chips,Snacks,3,67.18,Hyderabad,Card,55,201.54000000000002
B03807,2024-03-21,C1448,Tea,Beverages,2,142.37,Pune,UPI,31,284.74
B03808,2024-06-27,C0701,Tomato,Vegetables,1,27.38,Noida,Card,49,27.38
B03809,2024-04-20,C1290,Paneer,Dairy,3,108.94,Bangalore,Card,30,326.82
B03810,2024-05-21,C0859,Tea,Beverages,2,86.21,Chennai,Card,43,172.42
B03811,2024-08-28,C0960,Bread,Bakery,3,265.82,Hyderabad,UPI,24,797.46
B03812,2024-08-08,C0885,Tea,Beverages,4,191.63,Chennai,Card,48,766.52
B03813,2024-04-12,C0271,Bread,Bakery,2,158.84,Delhi,Netbanking,42,317.68
B03814,2024-02-19,C0631,Cheese,Dairy,2,74.96,Gurgaon,COD,59,149.92
B03815,2024-09-25,C1009,Tomato,Vegetables,2,297.25,Hyderabad,Netbanking,46,594.5
B03816,2024-01-04,C1475,Tea,Beverages,5,73.65,Hyderabad,Netbanking,26,368.25
B03817,2024-03-21,C0946,Cookies,Bakery,2,285.23,Gurgaon,UPI,60,570.46
B03818,2024-05-30,C0350,Namkeen,Snacks,2,135.62,Hyderabad,Netbanking,53,271.24
B03819,2024-07-16,C1240,Chips,Snacks,5,35.88,Bangalore,Card,46,179.4
B03820,2024-04-23,C0953,Mango,Fruits,2,226.74,Hyderabad,UPI,41,453.48
B03821,2024-07-11,C0253,Chips,Snacks,5,272.75,Pune,COD,13,1363.75
B03822,2024-02-02,C1325,Banana,Fruits,2,59.85,Chennai,Netbanking,10,119.7
B03823,2024-01-23,C0426,Croissant,Bakery,5,152.01,Noida,Netbanking,22,760.05
B03824,2024-10-11,C0828,Curd,Dairy,2,107.1,Delhi,UPI,13,214.2
B03825,2024-10-29,C0137,Namkeen,Snacks,2,138.38,Delhi,Netbanking,34,276.76
B03826,2024-08-01,C0749,Mango,Fruits,1,233.92,Hyderabad,COD,33,233.92
B03827,2024-03-22,C0060,Paneer,Dairy,4,76.31,Noida,UPI,22,305.24
B03828,2024-04-06,C1394,Spinach,Vegetables,5,119.0,Gurgaon,Card,38,595.0
B03829,2024-05-30,C0177,Croissant,Bakery,3,168.19,Chennai,Netbanking,42,504.57
B03830,2024-09-15,C0261,Apple,Fruits,4,248.42,Delhi,UPI,24,993.68
B03831,2024-02-20,C0904,Spinach,Vegetables,4,117.52,Hyderabad,COD,60,470.08
B03832,2024-11-02,C1116,Apple,Fruits,1,159.23,Noida,COD,44,159.23
B03833,2024-04-07,C1136,Banana,Fruits,4,246.25,Gurgaon,Card,49,985.0
B03834,2024-06-15,C0979,Mango,Fruits,1,108.52,Pune,UPI,48,108.52
B03835,2024-11-25,C0933,Juice,Beverages,5,149.55,Noida,UPI,31,747.75
B03836,2024-04-15,C0313,Spinach,Vegetables,3,151.26,Noida,UPI,23,453.78
B03837,2024-05-20,C0716,Potato,Vegetables,3,83.93,Hyderabad,UPI,16,251.79000000000002
B03838,2024-02-25,C1193,Apple,Fruits,4,44.72,Pune,Netbanking,29,178.88
B03839,2024-09-05,C0992,Juice,Beverages,2,33.62,Noida,Card,20,67.24
B03840,2024-03-17,C0952,Soda,Beverages,3,274.88,Bangalore,Netbanking,42,824.64
B03841,2024-03-19,C1481,Orange,Fruits,4,54.4,Chennai,Card,51,217.6
B03842,2024-03-18,C0992,Soda,Beverages,1,273.03,Hyderabad,Netbanking,47,273.03
B03843,2024-05-14,C1376,Cookies,Bakery,5,18.61,Gurgaon,COD,45,93.05
B03844,2024-12-07,C1117,Potato,Vegetables,2,118.17,Chennai,UPI,47,236.34
B03845,2024-05-25,C0394,Spinach,Vegetables,4,59.29,Noida,Card,28,237.16
B03846,2024-10-29,C0671,Cake,Bakery,3,277.68,Chennai,COD,26,833.04
B03847,2024-01-23,C0818,Tea,Beverages,5,138.99,Noida,UPI,14,694.95
B03848,2024-01-24,C1342,Coffee,Beverages,4,61.88,Hyderabad,Card,42,247.52
B03849,2024-04-05,C1199,Bread,Bakery,1,238.64,Gurgaon,Card,13,238.64
B03850,2024-12-26,C1405,Milk,Dairy,5,268.31,Hyderabad,Card,40,1341.55
B03851,2024-11-15,C0711,Orange,Fruits,5,43.77,Pune,Card,16,218.85000000000002
B03852,2024-07-04,C0319,Juice,Beverages,1,101.16,Pune,Card,54,101.16
B03853,2024-09-08,C0501,Milk,Dairy,4,68.36,Bangalore,COD,16,273.44
B03854,2024-02-13,C1210,Soda,Beverages,5,175.35,Noida,UPI,42,876.75
B03855,2024-07-29,C0447,Mango,Fruits,5,50.89,Hyderabad,Netbanking,59,254.45
B03856,2024-01-09,C0270,Onion,Vegetables,2,78.12,Delhi,Card,52,156.24
B03857,2024-11-30,C1429,Tea,Beverages,5,61.15,Mumbai,COD,20,305.75
B03858,2024-01-15,C0541,Orange,Fruits,5,69.42,Mumbai,Netbanking,52,347.1
B03859,2024-09-29,C1331,Cheese,Dairy,2,265.07,Chennai,COD,13,530.14
B03860,2024-03-17,C0283,Juice,Beverages,2,238.72,Pune,Card,20,477.44
B03861,2024-10-04,C0729,Cake,Bakery,1,143.86,Chennai,COD,15,143.86
B03862,2024-06-23,C1057,Tea,Beverages,1,176.57,Hyderabad,Netbanking,34,176.57
B03863,2024-02-05,C1133,Bread,Bakery,5,251.58,Chennai,Card,18,1257.9
B03864,2024-03-01,C0759,Cookies,Bakery,3,268.1,Hyderabad,UPI,42,804.3000000000001
B03865,2024-11-25,C0566,Paneer,Dairy,5,143.22,Gurgaon,COD,47,716.1
B03866,2024-04-20,C1450,Juice,Beverages,4,178.95,Noida,Netbanking,34,715.8
B03867,2024-05-08,C0023,Milk,Dairy,2,107.82,Bangalore,UPI,57,215.64
B03868,2024-09-09,C0262,Tomato,Vegetables,3,247.88,Noida,Netbanking,10,743.64
B03869,2024-05-23,C1422,Paneer,Dairy,4,293.52,Mumbai,COD,57,1174.08
B03870,2024-08-22,C0066,Curd,Dairy,3,268.27,Chennai,COD,17,804.81
B03871,2024-07-18,C0954,Potato,Vegetables,3,116.01,Mumbai,Card,38,348.03000000000003
B03872,2024-11-11,C0131,Bread,Bakery,5,139.16,Pune,COD,43,695.8
B03873,2024-09-05,C0478,Croissant,Bakery,4,63.09,Gurgaon,Netbanking,39,252.36
B03874,2024-11-06,C0430,Paneer,Dairy,1,243.87,Mumbai,UPI,36,243.87
B03875,2024-02-11,C0764,Curd,Dairy,4,153.42,Chennai,COD,17,613.68
B03876,2024-07-06,C0416,Namkeen,Snacks,3,262.63,Pune,Netbanking,39,787.89
B03877,2024-04-24,C1174,Mango,Fruits,2,21.02,Hyderabad,Card,52,42.04
B03878,2024-04-22,C1048,Tea,Beverages,5,141.84,Hyderabad,Card,38,709.2
B03879,2024-03-13,C1207,Cookies,Bakery,5,285.59,Bangalore,Card,36,1427.9499999999998
B03880,2024-02-19,C1199,Mango,Fruits,5,122.06,Gurgaon,COD,28,610.3
B03881,2024-08-28,C0823,Cheese,Dairy,1,251.95,Pune,Netbanking,55,251.95
B03882,2024-04-02,C1319,Mango,Fruits,4,176.33,Gurgaon,Card,22,705.32
B03883,2024-05-18,C0568,Orange,Fruits,3,178.41,Delhi,COD,32,535.23
B03884,2024-12-05,C0886,Tea,Beverages,4,83.82,Pune,Card,47,335.28
B03885,2024-07-13,C0760,Orange,Fruits,1,100.33,Hyderabad,Netbanking,47,100.33
B03886,2024-01-17,C0798,Bread,Bakery,4,94.27,Mumbai,Netbanking,21,377.08
B03887,2024-02-16,C1292,Biscuits,Snacks,4,86.37,Gurgaon,Card,15,345.48
B03888,2024-03-22,C0819,Milk,Dairy,5,292.19,Pune,UPI,27,1460.95
B03889,2024-09-09,C0366,Banana,Fruits,5,62.6,Gurgaon,COD,38,313.0
B03890,2024-05-17,C0573,Apple,Fruits,4,91.46,Chennai,COD,58,365.84
B03891,2024-01-07,C1401,Tea,Beverages,2,179.95,Chennai,COD,10,359.9
B03892,2024-11-19,C0712,Coffee,Beverages,3,256.65,Chennai,UPI,29,769.9499999999999
B03893,2024-10-19,C0843,Cheese,Dairy,5,197.0,Noida,Card,21,985.0
B03894,2024-03-04,C0344,Juice,Beverages,5,189.15,Noida,COD,15,945.75
B03895,2024-05-19,C0195,Curd,Dairy,3,63.7,Gurgaon,UPI,10,191.10000000000002
B03896,2024-11-18,C1272,Cookies,Bakery,2,69.24,Chennai,Card,51,138.48
B03897,2024-07-20,C0543,Spinach,Vegetables,5,18.43,Bangalore,UPI,47,92.15
B03898,2024-04-06,C0043,Namkeen,Snacks,2,115.07,Mumbai,COD,52,230.14
B03899,2024-06-01,C1086,Juice,Beverages,2,89.33,Gurgaon,Card,33,178.66
B03900,2024-06-04,C0654,Soda,Beverages,5,32.35,Chennai,Netbanking,41,161.75
B03901,2024-08-18,C0591,Biscuits,Snacks,3,205.55,Chennai,Card,37,616.6500000000001
B03902,2024-04-20,C0402,Cheese,Dairy,3,199.96,Mumbai,Netbanking,54,599.88
B03903,2024-12-03,C1407,Chips,Snacks,5,276.09,Noida,Card,37,1380.4499999999998
B03904,2024-09-30,C0955,Banana,Fruits,4,164.01,Chennai,Netbanking,45,656.04
B03905,2024-12-10,C0661,Curd,Dairy,1,120.12,Noida,Netbanking,10,120.12
B03906,2024-09-27,C1357,Orange,Fruits,2,32.41,Bangalore,COD,16,64.82
B03907,2024-03-02,C0245,Milk,Dairy,1,216.33,Bangalore,Netbanking,31,216.33
B03908,2024-02-24,C1320,Orange,Fruits,2,250.39,Mumbai,Netbanking,27,500.78
B03909,2024-01-11,C1014,Cookies,Bakery,1,76.86,Noida,COD,24,76.86
B03910,2024-06-11,C1497,Cheese,Dairy,3,64.36,Hyderabad,Netbanking,34,193.07999999999998
B03911,2024-08-13,C0543,Banana,Fruits,5,120.3,Bangalore,Card,10,601.5
B03912,2024-08-18,C0944,Cookies,Bakery,3,45.35,Bangalore,Card,14,136.05
B03913,2024-08-13,C1092,Namkeen,Snacks,5,206.77,Noida,COD,22,1033.8500000000001
B03914,2024-08-01,C1199,Spinach,Vegetables,3,265.98,Delhi,COD,12,797.94
B03915,2024-05-25,C0077,Tomato,Vegetables,1,61.01,Hyderabad,Netbanking,24,61.01
B03916,2024-06-14,C0656,Cheese,Dairy,1,91.88,Gurgaon,COD,16,91.88
B03917,2024-12-13,C0941,Onion,Vegetables,5,275.49,Pune,Card,14,1377.45
B03918,2024-05-08,C1376,Namkeen,Snacks,4,157.44,Gurgaon,COD,18,629.76
B03919,2024-12-07,C1062,Croissant,Bakery,2,251.88,Hyderabad,UPI,12,503.76
B03920,2024-09-26,C0865,Banana,Fruits,4,99.52,Pune,COD,28,398.08
B03921,2024-08-04,C1260,Cake,Bakery,4,234.26,Bangalore,Card,35,937.04
B03922,2024-11-25,C1255,Soda,Beverages,5,239.86,Noida,Card,33,1199.3000000000002
B03923,2024-02-04,C0547,Mango,Fruits,1,243.07,Delhi,UPI,41,243.07
B03924,2024-09-07,C0059,Apple,Fruits,1,164.14,Gurgaon,UPI,38,164.14
B03925,2024-11-28,C0191,Bread,Bakery,1,62.61,Hyderabad,UPI,48,62.61
B03926,2024-01-10,C0878,Tomato,Vegetables,3,65.64,Gurgaon,UPI,51,196.92000000000002
B03927,2024-10-17,C1297,Paneer,Dairy,5,220.57,Hyderabad,UPI,37,1102.85
B03928,2024-01-05,C0202,Tomato,Vegetables,5,119.6,Chennai,Card,26,598.0
B03929,2024-10-12,C0454,Popcorn,Snacks,2,240.33,Noida,COD,24,480.66
B03930,2024-07-28,C0451,Cookies,Bakery,5,193.44,Delhi,UPI,20,967.2
B03931,2024-10-05,C0468,Bread,Bakery,5,216.38,Bangalore,COD,59,1081.9
B03932,2024-05-13,C0284,Popcorn,Snacks,1,200.95,Delhi,UPI,43,200.95
B03933,2024-12-10,C0285,Coffee,Beverages,3,153.02,Noida,COD,12,459.06000000000006
B03934,2024-07-11,C0140,Curd,Dairy,3,210.46,Gurgaon,Netbanking,35,631.38
B03935,2024-03-22,C0874,Milk,Dairy,4,212.13,Pune,Card,40,848.52
B03936,2024-10-01,C1400,Cookies,Bakery,3,207.8,Hyderabad,Netbanking,54,623.4000000000001
B03937,2024-10-24,C0995,Apple,Fruits,4,117.6,Hyderabad,Netbanking,17,470.4
B03938,2024-04-10,C1414,Popcorn,Snacks,3,170.92,Hyderabad,UPI,57,512.76
B03939,2024-08-12,C0684,Tomato,Vegetables,3,72.04,Bangalore,Card,57,216.12
B03940,2024-01-08,C1426,Juice,Beverages,2,278.42,Chennai,Netbanking,33,556.84
B03941,2024-07-29,C1125,Milk,Dairy,4,168.06,Mumbai,Card,36,672.24
B03942,2024-01-06,C0161,Orange,Fruits,2,53.89,Hyderabad,Netbanking,28,107.78
B03943,2024-07-25,C1247,Popcorn,Snacks,2,59.11,Gurgaon,Netbanking,53,118.22
B03944,2024-04-06,C0580,Cookies,Bakery,5,80.23,Gurgaon,Card,39,401.15000000000003
B03945,2024-04-26,C1246,Apple,Fruits,4,279.94,Chennai,Card,54,1119.76
B03946,2024-08-10,C0867,Curd,Dairy,5,247.27,Hyderabad,Netbanking,44,1236.3500000000001
B03947,2024-03-06,C0461,Namkeen,Snacks,3,57.29,Noida,Netbanking,42,171.87
